title,author,category,rating,description,url
一个人砍翻江湖,缺悦,武侠,0.0,什么天下苍生，江山社稷， 那都与我无关， 什么恩怨情仇，冤冤相报， 斩草除根自然就一笔勾销， 至于大局为重，我认同， 因为，我就是大局！ 至于你问我什么是规矩？ 我的话就是规矩！ …… 那一年，我提着两把刀， 手起刀落就是一顿乱砍， 砍了他三天三夜， 眼睛都不眨一下， 蓦然回首， 发现自己砍翻了一座江湖！,https://www.hongxiu.com/book/22113423101718604
浪迹仙武诸天,小楼夜汀雨,武侠,0.0,从武侠到仙侠，穿越诸天万界。无系统，不后宫，欢迎大家收藏阅读。 （已写笑傲、倚天、射雕、天龙、秦时明月、雪中、九叔、诛仙、斗破） 书友Q群：214467547,https://www.hongxiu.com/book/22054930901874304
武侠：我会的武功有点多,菠萝三兄弟,武侠,0.0,绝顶刀客：“说好让我见识你的弯刀绝技，你竟然使飞刀之术！” 知名剑客：“我是要领教你的天外飞仙，你为何只使九剑独一！” 无敌拳手：“你明明说是七伤功法，你使的掌法为什么会有龙的！” 楚棠表示：只要我会的武功足够多，你们就谁也打不过我！,https://www.hongxiu.com/book/25079374409293804
武侠：我只想练武,黑底白花,武侠,0.0,穿越到了天龙世界的牧择见识到了武功的玄妙，坚定了自己练武的想法。 利用一切可以利用的，反正都为了变强 我是牧择，不择手段的择！ 当前世界为天龙，下一世界天下第一，后续会有，魔剑生死棋，大唐双龙，风云，水月洞天等等 每个世界篇幅都不会短，不会无脑更换地图，慢慢来,https://www.hongxiu.com/book/24666847109482504
捕快凶猛,二月树,武侠,0.0,前世刑警，今世捕头。 秦无病只想一心继续探案，奈何家族商道难行。 正巧科场舞弊案发，督修河道的银子失踪，襄王爷奉旨查办。 机缘巧合之下，秦无病得襄王爷赏识。 庙堂之高，江湖之远，本都与秦无病无关，可为了家族利益，秦无病一路跟随襄王爷屡破奇案…… 一段故事，几多疑云，杀机隐隐，权谋机诈。 秦无病用他两世的城府，敏锐的观察，大胆的假设，细致的推理，周旋在庙堂之中。 他可为白骨鸣冤，亦能领兵攻城，他无官,https://www.hongxiu.com/book/21595436901261004
苦境：我在德风古道那些年,海客无心随白鸥,武侠,0.0,人间如苦境，烽火不断，狼烟不歇，百姓朝不保夕，众生沉沦苦海，环眼四顾，唯见无止无尽之轮回，致使道消魔长，苍生蒙难。 宏治世之念者，于苍生危难之际，当仗剑挺身而出，尽仁于天下，以正天地。 天下若倾，尚有儒门一手擎天！,https://www.hongxiu.com/book/22687336109136604
磨了10年剑的我终于可以浪了,西风啸月,武侠,0.0,十年磨一剑，只为一朝锋芒！ 穿越到一个肝了一年多的武侠游戏世界之中，白礼觉得命只有一条，一上来就怼天怼地，被像撵兔子一样追的抱头鼠窜，游走在生死边缘的这种任务还是交给别的穿越者吧。 我们的口号是，先猥琐发育，通过自己对这个世界的先知先觉先练一下号。 十年不鸣，一鸣我要天惊地动！,https://www.hongxiu.com/book/16535154805981804
从神雕开始,海上牧舟,武侠,0.0,意外重生，第二次人生，他该如何抉择。 家人，朋友，修行之路慢慢，一切从神雕开始……,https://www.hongxiu.com/book/19276608901059204
穿越神雕：全真第一剑,舜君,武侠,0.0,一觉醒来竟然穿越到了神雕世界。 成为全真教清字辈四代弟子。 更悲催的竟然是尹志平的徒弟，难道他要亲眼看着自己的师傅以后那样对待童年女神吗？ 九阴真经？ 天下武学如沧海碧波，何须执着于九阴一粟。 况且重阳祖师不练九阴依旧天下第一！,https://www.hongxiu.com/book/22618296909603704
诸天从陆小凤开始,柳风折,武侠,0.0,一扇玄妙莫测的石门，让他成了罗刹教少教主。 五年后，一剑在手，转战千里，试问天下谁敌手。 （经历世界:陆小凤传奇、多情剑客无情剑、萧十一郎、绝代双骄、三少爷的剑、天下第一、大唐双龙、中华英雄、雪中、风云、诛仙）,https://www.hongxiu.com/book/21378978901840104
武侠穿越从寻秦记开始,一九八零年代,武侠,0.0,穿越成项少龙、谢逊、欧阳锋、白天羽、叶孤城、岳不群、黄裳、杨广，谱写不一样的人生。,https://www.hongxiu.com/book/16748776304272204
九鼎记,我吃西红柿,武侠,0.0,自禹皇五斧劈山，统一天下，划分九州，立九鼎后，这片大地便被称为九州。 禹皇离世后，天下便纷争不断。 千年后，一代天骄秦岭天帝横空出世，曾一掌令百丈宽的雁江江水断流，凭绝世武力，最终得以一统天下，可当秦岭天帝离世后，天下同样大乱，数千年来，没有再度统一过。 而现代世界的一代形意宗师‘滕青山’却来到了这样的世界……,https://www.hongxiu.com/book/22296093000355402
荒野直播之独闯天涯,逆流的沙,武侠,0.0,一个会武术的落魄写手，意外获得荒野直播系统，随后的人生就开始不一样了！ 家乡青峰山，一起追忆童年的记忆。 长江三峡，逆流而上，在里程碑刻下战绩！ 神农架，在中华屋脊，极限生存，探秘消失的野人传说。 西藏纳木错，行走在天空之境，开启一场心灵震撼之旅。 内蒙大草原，心怀图腾，与狼共舞！ 珠穆朗玛峰，世界之巅，挑战登山者的永恒墓地。 这些都是起点，陈涯真正的终点是……走（到）向（处）世（作）界（死）！,https://www.hongxiu.com/book/9172929104424403
江湖听风录,东方晓初,武侠,0.0,一段段离奇的江湖诡事，一个个多情的江湖儿女，刀剑交错间，是谁的泪晕染了那个江湖？ （Q群：723861514）,https://www.hongxiu.com/book/11114826304313203
武侠打工仔,角儿18,武侠,0.0,一个low 的系统，培养我养家糊口，这辈子别想大杀四方，我不要呀，我也要升职加薪，当上CEO，迎娶白富美,https://www.hongxiu.com/book/17091374705228904
从笑傲江湖开始融合诸天,烟雨西南,武侠,0.0,穿越到笑傲江湖的萧肃手握诸天融合镜，为了长生从连城诀开始融合诸天，圆月弯刀，布衣神相，天剑群侠，侠客行，魔界之龙珠，小鱼儿与花无缺，孔雀翎，侠女闯天关，天下第一，六指琴魔，水月洞天，风云争霸，四大名捕，大唐双龙传，魔剑生死棋，如来神掌，风云，倩女幽魂，将夜，西游记.....等世界相继被融合，自此天下笼罩在一片腥风血雨之中。,https://www.hongxiu.com/book/24099619101594004
苦境：我在黑海当太子,月暖日寒,武侠,0.0,苦境兵燹，延烧万古春秋，正邪交锋，从来起落无休， 烽火倾城，不世王朝难久，问鼎天下，黎民百姓何求？ 天下龙战，绝膑谈笑定寰域； 六境独尊，御极玄黄统神宇！,https://www.hongxiu.com/book/24703443709785204
江湖奇闻记,正月的雪,武侠,0.0,自古盛传习武之人必是有通天本领，上可入天，翱翔于天际；下可遁地，日行百里。但传说终归于传说，闻言始终是闻言，谁也没有见过......,https://www.hongxiu.com/book/4946321304834703
横扫大千,咸鱼洁南,武侠,0.0,沉寂的世界正在复苏，九州之内，大乾统御八百年，乱象已然初显。 这是武道修行的世界，世界之内，万物开始复苏，鬼魅横行，妖魔遍地。 世界之外，一场前所未有的变局正在开启。 一个陌生的来客无意中降临，开始自己纵横诸天万界，横扫大千的传奇之旅。,https://www.hongxiu.com/book/13107449903341403
笑傲江湖之碧海潮生,春风随缘,武侠,0.0,"从笑傲江湖的衡山派开始,出海寻找桃花岛遗址.不练拳,不练剑,只为追寻音律大道!系统也罢,主神也好,穿越诸天,一箫在手,气运跟我走!",https://www.hongxiu.com/book/19635848301128304
大魏督主,酸甜辣,武侠,0.0,残缺身，白玉脸。 紫金蟒袍，黑骨刀。 踏朝堂风雨，掌江湖雷霆。 银发遮面，冷眼睥睨天下， “咱家便是那东厂督主，陆行舟。” “尔等不服？”,https://www.hongxiu.com/book/21303322708928404
射雕之长戟当空,我有梦想吗,武侠,0.0,这是一人一戟扫尽天下不平事的故事！ …… 求订阅，求推荐票！ PS：新书，一切从大唐双龙开始！,https://www.hongxiu.com/book/21375910708515504
武侠从襄阳城小兵开始,爆蟀,武侠,0.0,杀一人为罪，屠万人为雄！ 林清来到神雕世界，以小兵身份，斩杀万千敌军，成就无上之功，踏上帝王宝座！,https://www.hongxiu.com/book/21286115501145604
武侠：开局觉醒偷天之爪,白日飞梦,武侠,0.0,少年江南，重生异世，觉醒神通“偷天之爪”。 但凡有因果关系之人，均可偷其一件最重要的东西。 偷神功、偷秘法、偷功力、偷气运…… 至于女侠的芳心？ 江南：偷，还是不偷？这是个问题！,https://www.hongxiu.com/book/24517828201217904
我资质平平,下地拔草,武侠,0.0,新书《左道修仙：我靠模拟无敌》 我资质平平，却奇遇连连！ 【你闻到一股淡淡的药香，你扒开角落里的石头，找到一个白色瓷瓶，里面装着三枚少林大还丹！】 …… 【你仰望头顶星空，心有所感，七星剑法达到出神入化之境！】 …… 【你撬开中空的木盒，发现里面藏着一本绝世神功！】,https://www.hongxiu.com/book/17541904106920604
开挂无敌世家子,缺悦,武侠,0.0,自从慕飞卿穿越之后，他就一直在反思自己。 因为，他不知道自己除了这个穷得一逼的天下第一家族；除了这张平平无奇的盛世容颜；除了这个开挂才得来的天下无敌， 他还有啥？ 啥也不是！ 除了开挂， 除了无敌， 我别无选择！ 书友群群号：713617542 一群已满请加二群：176920589,https://www.hongxiu.com/book/16553732804796904
我在武侠世界挂机养老,海的哥子,武侠,0.0,江湖江湖，水深浪大。 自古能安心养老的，就只有手狠心黑之辈。 而弱者，只配小树林急急而奔～～～～ 对此毫无自觉的陈奕在武侠世界的小村庄里，欣喜的看着自己的内力，又加了1。 心里的满足感+10086...... （ps：本书又名武侠世界奋斗史，混迹在武侠世界，宅男异界一游.......）,https://www.hongxiu.com/book/22081992801419004
无限之从佛愆开始,明耀乾坤,武侠,0.0,新书（我怎成了人族老祖？）,https://www.hongxiu.com/book/20427984208293904
诸天：从笑傲开始,白色的宇宙,武侠,0.0,江湖风起云涌，正是你我充钱之时！ 侠义值+10，恶行值+3 ……,https://www.hongxiu.com/book/23534288901673404
武当小道童,狐狸1124,武侠,0.0,悠然武当山，说不尽这风雨征程， 醉卧美人膝，数不尽这风流才子， 醒握杀敌剑，道不尽这血腥江湖， 归隐终南墓，绘不尽这多娇天下。,https://www.hongxiu.com/book/24303697701688904
综武：开局聚贤庄，围观就变强,清二拾三,武侠,0.0,置身综武世界，杨鸣突然觉醒了围观系统 只要围观各种名场面就能变强！ 杨鸣果断化身顶级吃瓜者。 围观乔帮主打爆聚贤庄，获得绝学降龙十八掌！ 围观游坦之的悲惨遭遇，获得冰蚕寒毒真气！ 围观东邪西毒琴萧大战，获得天残琴杀，一曲肝肠断！ 围观福威镖局被灭，获得葵花宝典—— 等等！这个受用不起，还是送给别人吧……,https://www.hongxiu.com/book/23869081009397804
谁说朝廷鹰犬都是反派！,武当清酒,武侠,0.0,【综武】【第四天灾】 陆生重生《综武OL》，成为朝廷鹰犬，马踏江湖！ 于朝野之中，他是指鹿为马，权倾天下的大都督！ 于江湖之中，他是儒（xin）雅（hen）随（shou）和（la）的大反派！ “龙姑娘，你也不想看到杨过死在你面前吧？” “黄帮主，你也不想女儿死于非命吧？” “王姑娘，你也不想让你表哥走火入魔吧？” 泱泱大汉圣朝，陆生拷问苍生：“谁说朝廷鹰犬都是反派！” 骆冰：“是正是邪，你说了算！,https://www.hongxiu.com/book/23681754801214604
一切从大唐双龙开始,我有梦想吗,武侠,0.0,这是一个人独自闯荡江湖的故事！ PS：求票票，求收藏！ 大唐篇幅，在笑傲卷开始增多。 倚天卷跟书流评价不高，大家不喜欢可以跳过！ 新书，一切从天龙八部开始，求支持！,https://www.hongxiu.com/book/22929486201382604
诡异选择求生游戏,硬吃小鸡,武侠,0.0,大荒世界，南瞻部洲的偏远之地，一头面相丑陋的鼠妖抓住了你，它舔了舔猩红舌头，正准备对你嘿嘿嘿，这时候你是选择①：投鼠祭器。还是②：冲上去就干？ 有了选择系统，这一切都不是难事，你只需要去面对危险，享受危险，然后驾驭危险便能获得各种奖励。 金钟罩，铁布衫，金刚不坏，洗髓经，易筋经，如来神掌……应有尽有。 在各种危险中，你一步步崛起，待得大秦王朝崩塌，诡异彻底入侵，式微的人族退无可退，你一人出战，一刀,https://www.hongxiu.com/book/19392241508604404
一刀倾情,安喜县尉,武侠,0.0,大明嘉靖年间，神秘剑客夜入皇宫，盗走前朝正德皇帝所留下的秘旨，从而引发出正德年间一段江湖秘事。,https://www.hongxiu.com/book/10882772603131803
霹雳之吾乃燹王,不世燹王,武侠,0.0,生一刀，死一刀，未见天斩不识高，生死由来不二刀。,https://www.hongxiu.com/book/17852042506180104
天龙：武侠世界的修仙者,流浪河图,武侠,0.0,突然成为大宋九皇子，宋哲宗九弟，本来就觉得已经很不错的他，还没睁眼就听到“慕容博、丐帮汪剑通”等名字。这才发现，这他喵的居然是金老爷子的天龙世界啊！！！！！哈哈哈，武侠世界，老子也来啦。。。。。。 本书无系统 天龙世界已经完结 新世界仙剑1开局 洪荒混沌开始新篇章,https://www.hongxiu.com/book/20508185201204404
长生大秦,剑气书香,武侠,0.0,那一年，项籍在咸阳宫表演举十万斤鼎，那一年，刘季拿着赤霄剑在市集教训泼皮，当秦皇威压四海的时候，群雄瑟瑟发抖，原来上古神话都是存在，这是一个追求武道长生的故事。,https://www.hongxiu.com/book/12041100704235803
武林神话：从迎娶江玉燕开始,江户川东南,武侠,0.0,这个混乱的江湖中，朝廷有东厂、西厂、六扇门、锦衣卫、神侯府、护龙山庄。 江湖上，有日月神教，青衣楼，青龙会，还有个明教？ 徐念阴差阳错的成了花满楼的义弟，本想着行侠仗义走天下的时候，却被安排先成亲？ 新娘江玉燕？ 等等……我没说想要成亲啊。,https://www.hongxiu.com/book/21716191908061604
长生从倚天开始,挎剑游侠儿,武侠,0.0,（倚天、风云、雪中悍刀行、庆余年、综仙侠[仙剑、诛仙、凡人、剑来、遮天……]……不想看的副本可以直接跳过，影响不大） 倚天世界，一统江湖，反抗暴元，醒掌天下权，醉卧美人膝。 风云世界，执掌天下会，横推东瀛，败帝释天，肉身屠龙，拥佳人在侧，握江山于手。 雪中悍刀行世界，率北凉铁骑、江湖豪杰，横推赵家离阳王朝，自立为帝，北上平北莽。 庆余年世界，步步为营，登上庆国帝位，扫灭诸国，实现天下一统。 综仙侠,https://www.hongxiu.com/book/21467692401174104
武侠：开局斩杀谢晓峰,愚者三更,武侠,0.0,上官飞：我都穿越了，就不能享受享受吗？各位美人，接着奏乐，接着舞！,https://www.hongxiu.com/book/24195533401447204
道起终南,豫州牛,武侠,0.0,道起终南，问道诸天。 踏遍万千世界，只问长生。,https://www.hongxiu.com/book/21976469501354004
武侠同人：左手医术右手毒术,十八度空间,武侠,0.0,新书求支持《开局选择F级魔剑，召唤龙葵》 李越，现代活的很憋屈。 在武侠世界，你还是让我活的很憋屈。 贼老天，你是要跟我对着干。 幸好的是得到了合成系统。 一个在五毒教起家的毒侠！ 《笑傲江湖》《神雕侠侣》《天龙八部》《大唐双龙传》最后自建武侠世界。 已经有了些主意，打算下一个世界些御兽加上武功，再有就是深化一下音乐加上武功的世界，还有就是医药加上武功，仙侠加上武功....... 《长生武道:从大,https://www.hongxiu.com/book/21882003801269804
诸天从王语嫣开始,苏轼橘子海,武侠,0.0,天龙八部，以一介女子之身，北乔峰，南慕容亦不敢与之争锋！ 天下第一中，她横推敌手，刀斩神候！ 楚乔传中，她马踏中原，复我汉家河山，女帝凌空！ 阳神世界，拳压洪易，横行无忌，天下第一！ 遮天世界，杀到世上无人敢称尊！ 漫漫诸天，问道长生！ 世界暂定：古剑奇谭，花千骨，仙剑奇侠传，西游记！,https://www.hongxiu.com/book/20675596408871104
综武：我有一座大客栈,小先生3,武侠,0.0,九国争霸，江湖血雨。 苏云本想靠着祖辈留下的客栈，一生富贵的度过。 却没想到住进客栈里的客人，一个比一个难缠！,https://www.hongxiu.com/book/22796495209208904
开局签到辟邪剑法,九色长虫,武侠,0.0,（新书《我在东厂当缝尸人那些年》，请大家移步多多支持。） 魏小宝穿越武侠世界，成为御膳房的一名小太监，意外签到辟邪剑法。 在御膳房签到，获得【辟邪剑法】。 在玄武门签到，获得【吸星大法】。 在少林寺签到，获得【如来神掌】。 江湖纷乱，诸国动荡，大魏帝国摇摇欲坠。 魏小宝以宫刑之躯，创东厂，平天下，武震四海八荒。 新书《再次我的警察人生》正在连载中，请多支持。,https://www.hongxiu.com/book/19031501808488604
穿越诸天的僧人,小兵王2,武侠,0.0,徐德 一觉醒来，发现自己在一座寺庙当中，非常淡定，不过是穿越而已，这年头每年的穿越者超过百万，自己成为其中之一不稀奇。,https://www.hongxiu.com/book/16751545905352604
无限世界投影,咸鱼洁南,武侠,0.0,穿越异界，化身世家子弟，觉醒自身异能。 投影不同人物，获取不同技能，投影万千世界，领悟一个个世界的风采。 无限之旅，从此开始。 欢迎诸位大大加入书友群:243373977(普通群) 652557418(VIP群，需一千粉丝值),https://www.hongxiu.com/book/15850496104666604
苦境：从刀戟戡魔开始,归卧蓬莱,武侠,0.0,茫茫苦境，烽烟四起，异世之魂如何面对这是非纷扰？ 异度魔界入侵，道境玄宗再现，终令蓬莱隐者再入红尘。 归去蓬莱·云梦舟：玄宗之恨，由我报偿。 心有灵山·无镜天：佛乡之辱，由我挽回。 雨染蕉衫·卷年华：儒门之祸，由我终结。 墨倾池：我明明只有一个弟弟，怎么分裂成了三个？ 墨临池：金丹舍利同仁义，三教原来是一家。,https://www.hongxiu.com/book/24761337509404404
我有一座山寨,蛤蟆大王,武侠,0.0,热播动漫《开局一座山》原著。 开局一座山寨，两个人口（军师，马夫），将要打造最强山寨。 他穿越到乱世，拥有一座马上要散伙的山寨。 面对这杀戮乱世，是打算抢钱抢粮抢婆娘做一个逍遥山大王，还是泼出这身男儿血，交锋世上英雄，搏一个名震古今，问一声：王侯将相，宁有种乎！,https://www.hongxiu.com/book/10195299904915103
横行综武从锦衣卫千户开始,何预我邪,武侠,0.0,西元1506年，丙寅，正德一年。 朱无视还在扮演着好叔叔，宁王朱权蛰伏于边疆。 东西二厂忙着争夺圣恩，蔡京秦桧各自网络党羽。 日月神教嚣张跋扈，少林武当威震江湖。 这一年，看似风调雨顺。 陈久正吃着西瓜，顺手接过沈炼手中的案宗，呸了一声。 “他奶奶的，东缉事厂改名叫东门电子厂算了，尽给老子找麻烦。”,https://www.hongxiu.com/book/23338092209548404
诸天降临：开局点评十大武侠神话,爱潜水的路路,武侠,0.0,封余修穿越了，成为了神话网站的点评博主，只要点评获得认可，那么，他就可以获得无尽武林宝物（前期点评，中期降临，人前显圣）。 张三丰：老夫凝聚太极意境，镇压武林一甲子，当得上武林神话。 石破天：我只是在玩，为什么你们都说我是在修仙？ 无名：我的确是叫天剑，可是，为什么榜单上叫残血天剑，满血的不配上榜吗？满血的我好歹是半步四星强者。 笑三笑：老夫堂堂五星强者，镇守九州五千年，为什么九州最大的劫难，居然,https://www.hongxiu.com/book/21603910608329704
九州道主,乱血的墨,武侠,0.0,一场灾祸，让杨泽到了另外的一个世界，这九州大地，并不太平，狼烟四起，四海大乱。 武道复苏，隐患之下，天武王朝人心涣散，武林世家宗门林立，群雄并起，异物降世，皇天将崩，岌岌可危。 于此乱世，各大势力紧紧把握修炼一道，江湖难求一珍贵武学功法。 但杨泽不怕，黑石在手，给我完美复刻天下武学，我要横扫八荒，定鼎九州！,https://www.hongxiu.com/book/19094857101837104
如果弟子太沙雕,江户川东南,武侠,0.0,落难皇子徐念，接手玄黄派后招揽了来自地球的玩家弟子。 自此之后，整个江湖画风大变。 塔防玩家：门派口再增加两个箭塔和瞭望台！ 生活玩家：哪个孙贼把我的菜偷了？ 战术玩家：莽夫冲阵流、风筝流、暗杀流都是我们发明出来的！ 欧皇玩家：放开那个女boss，让我来！ 莽夫玩家：师兄弟就来砍我！ …… 伴随着玄黄派的快速崛起，整个江湖也陷入了惊恐之中。 某门派大佬：疯子，他们就是一群疯子，他们连狗都不放过啊。,https://www.hongxiu.com/book/23208657109248504
长生在武侠世界,夜月风铃,武侠,0.0,两千八百年前，一介顽童拜师陆信，一百年后，成为一统天下的始皇帝，其文治武功被称作千古一帝！ 两千五百年前，一位儒生进京赶考，差点猝死山中，被陆信所救，自此一代剑仙横空出世，一把剑，一壶酒，剑光所过之处，各大武林门派莫不臣服，他叫李太白！ 两千年前，一位褴褛女童卑微乞讨，陆信心生怜悯将其带走，二十年后，绝代女帝日月横空，创下女帝宫，威名一时无两！ ……！ 万丈红尘三千年，悠悠时光莫奈何，锦衣夜行，不,https://www.hongxiu.com/book/9367119704202303
诸世大罗,衔雨,武侠,0.0,在武道为尊的天玄界里，三清道脉横压神州，三世佛统普渡西土，还有世家皇朝，外道诸魔，群起争雄。 楚牧携带昆仑镜穿越到此世，从玉鼎宗的一质子成长，映照诸天，步步走向玉清之首，诸道之巅。 暂定副本：大明世界、古龙世界、大唐世界、风云世界······ 企鹅群：532851330（群里有内鬼，当心被举报）,https://www.hongxiu.com/book/18970121608588904
这明末强的离谱,宋戈壁,武侠,0.0,新书：【诸天从四合院开始冲浪】 简介：人在诸天，有求必应！,https://www.hongxiu.com/book/21752070408552704
凌天剑神,竹林之大贤,武侠,0.0,武林第一天才凌尘，因宗门遭逢大变而修为尽废，武功全失。在命悬一线之际，凌尘偶得武林神功《凌天剑经》，废脉重修，从此通剑道，凝剑心，悟剑意，终成一代剑神！ 已有长篇完本作品《剑之帝皇》、《天界至尊》，人品有保证！,https://www.hongxiu.com/book/7195069104248103
我有一张武学面板,冲锋火焰猪,武侠,0.0,宗派林立，州府纷争，妖兽盘踞。 乱世之下，武道昌盛。 许宁带着武学面板穿越到此，成为了一个普通的庄户少年。 —— 是否消耗3单位能量，提升烈风刀法？ 是/否 —— “是！”,https://www.hongxiu.com/book/19152068401704804
极道横炼,一头红薯,武侠,0.0,轰！！！ 空间仿佛被轰碎的声音传来！ 一道由拳风爆出的巨大白色空气炮跑道，夹杂着刺耳的轰鸣声，响彻云霄！ 方恒：被时代淘汰的的老东西，就不应该在出现！ 老子送你们归西！！！ 一声咆哮过后！ 暗金色的肌肉隆起，血管条条暴起，强壮至极的身躯绽放出极致霸道张扬的恐怖威能，令周身空间都震荡不休！ 轰隆！！！ 一拳过后，神山坠落，神明沉眠！！！ （肌肉就是力量！！！）,https://www.hongxiu.com/book/22227173309363804
绝世武侠系统,青草朦胧,武侠,0.0,重活一世，得到大武侠系统，里面拥有前世武侠世界中所有的武功！ 小李飞刀，例无虚发； 一剑西来，天外飞仙； 九阴九阳，道佛秘典； …… 在这敝帚自珍，连三流武学都严禁外传的天下武林，石小乐我行我素，频施绝艺，一路狂歌，终成武神之名！ 群：304032856（全订可入）,https://www.hongxiu.com/book/7919859104699503
正经的公子增加了,唯有向上,武侠,0.0,林平之觉醒了另一个完全不同人生的记忆，又有了一颗神秘的舍利子。 他的人生轨迹就此改变。 他为这勾心斗角，乌烟瘴气的残酷江湖，注入了一股清流。,https://www.hongxiu.com/book/21297758108470104
武者长生道,鸿蒙求道者,武侠,0.0,一个莫名其妙的黄粱一梦，一个身处绝境的武侠世界中人，开始只想怎么生存下去，低调隐忍发展，不死得那么窝囊，却没想到越走越远，而曾经一心想要存活下去的世界不过是个开始……,https://www.hongxiu.com/book/19498871108872904
武侠之最强BOSS只种田,和齐生,武侠,0.0,活了三世。 庸庸碌碌过一世！ 风光威武过一世！ 这一世，他只想平平静静的生活，不求大福大贵，只求一家平安。 …… “大佬，听说你是隐士高人？” “不是！我只是个种田的！” “大佬，听说你是炼丹宗师？” “不是不是！我只是个种田的！” “大佬，听说天下第一神兵是你打造的？” “都说了，不是了！什么天下第一神兵，老子什么都不知道。” “爹爹，那剑不好玩，我想玩弓箭！” “没问题，老子制造天下第一，现在,https://www.hongxiu.com/book/14130771003766004
从华山开始的武侠之旅,八月南苏,武侠,0.0,新书《剑出笑傲》已经发布，请大家支持一下！ 笑傲、天龙、风云、将夜！ 在武侠的世界里赵长乐一路行来！,https://www.hongxiu.com/book/18446318301781304
九龙奇案录,横刀笑昆仑,武侠,0.0,辰御天代替天子，带着一幅虎画，去凌州府替老献王祝寿，却不想从此卷进了一连串的离奇迷案之中......,https://www.hongxiu.com/book/5811749304677703
无名江湖录之九阴日记,作家FuvlBt,武侠,0.0,同走江湖风雨路，同是九阴陌路人。当我第一次踏入九阴真经这款游戏之后，猛然发现那或许本来就不是一个游戏而是一个真正的江湖，血雨腥风，尔虞我诈，爱恨情仇的江湖，而每一个玩家都是故事的主角，或者是你或者是我或者是她，有血有肉有感情，真实而纯粹。我不是故事的创造者，只是故事的搬运工。,https://www.hongxiu.com/book/20137787301092104
苟在天牢签到百年,胖虎159,武侠,0.0,本书又名《神武风云录》武当山有个白胡子老头儿镇压江湖，京城里有一位先生布局三朝，天牢里有一只叫天牢的狴犴，一朝蛟龙乌云起，螳螂捕蝉祭蛟龙。,https://www.hongxiu.com/book/24386852901043004
进击的大江湖,冬天的火狐,武侠,0.0,这是一个极度混乱的江湖，门派宗族林立，世间没有半点秩序可言，直到一个人的到来，才为这个世界带来了秩序。 “大家好，我叫李道，讲道理的道，跟着我混的人都知道，我是一个非常讲道理的人，有时候道理是需要用嘴讲的，有时候则是用拳头，秩序什么的，只是顺带，我真正的目的是为了找到回家的路，所以这应该是一个有关‘回家’的故事……” “等一等，大佬 ，你确定这是一个‘回家’的故事？而不是你……” “闭嘴！” “好,https://www.hongxiu.com/book/15782924404175804
帝皇演义,言子木,武侠,0.0,帝者，一派之主，一门之宗，武中称帝； 皇者，众族之长，众部之尊，帝中称皇； 帝皇，万族共主，天上地下，唯吾独尊！ 这是一个百道齐放，武道称雄的时代； 这是一个百舸争流，武破虚空的时代； 这是一个百花争鸣，武能称帝的时代； 这是一个绚烂的世界，这里一刀能碎岳；这里一剑能断流；这里一拳能破空。 这是一个苍茫的世界，这里焚山煮海；这里血染长空；这里战尽九州。 这是一个残酷的世界，这里弱肉强食；这里血气漫,https://www.hongxiu.com/book/5415781303811803
武侠：我是无争山庄二公子,寂寞的根号九,武侠,0.0,本人原随风，一觉醒来成了无争山庄二公子，有个大哥原随云，是那赫赫有名的蝙蝠公子。 既然出生在无争山庄，当然要做到与世无争，在江南开一间客栈，偶尔晒晒太阳，吹吹风，赏赏花，难道不香？ 江湖嘛…行侠仗义的有郭靖，杨过他们，我就一客栈老板，也就懂一些风花雪月罢了。,https://www.hongxiu.com/book/24216767709326704
开局编造了灵气复苏,天真牛奶,武侠,0.0,穿越到平行世界，可是林默发现这个世界超出了自己的认知—— 楼下遛狗的王大爷是点苍派长老，小卖部的金阿姨是龙门客栈的幕后老板，邻居曾是卧龙山庄天字号密探…… 林默本以为小丑就是自己，没想到解锁灵气复苏编造系统，编造灵气复苏相关场景就可以获得同等能力。 林默：“开局先来个阴兵借道吧！” （简介无力，请看正文） PS.新人作者，希望能得到更多的支持，更新目前是一天二至三更，有投票和打赏的话会加更。 固定,https://www.hongxiu.com/book/19160644008019004
神启者说,江南南丶,武侠,0.0,从大饥荒中幸存下来的秦轲，注定会有着极不平凡的人生。,https://www.hongxiu.com/book/12929417704536903
魔邪之主,永不落伍,武侠,0.0,魔者，欲心，邪者，诡变，魔邪者，随心所欲，千变万化。 黑暗流，无女主。。。。 qq群：650561608，咳咳已经是死群，如果不介意可以进来_(:з」∠)_,https://www.hongxiu.com/book/7999611704805703
江湖大财主,白马出淤泥,武侠,0.0,竞选‘江湖绝色榜’缺少银两拉人气怎么办？ 大军出征，粮饷如何解决？ 有钱能使鬼推磨，大财主来解决。 昔日江湖第一人一心追求武道，却发现缺乏生活感悟，心境无法圆满，飞升失败，重生为一家破产商号的少爷。 绝世高手，奇功异法，江湖美人，王侯将相，没有银两解决不了的事，银两不够，实力来凑。 再活一世，成为日进斗金的大财主。 笑看武林风云，朝堂变幻，逍遥的日子悟人生。 ~~~~~ 现在在写《武当派》，也是武,https://www.hongxiu.com/book/20234658108689604
