title,author,category,rating,description,url
名侦探高坚果：铁轨上的阴谋,推理岛,悬疑灵异,0.0,话说高坚果和戴夫一起乘坐前往摩登世界的特快列车时，遇见了大明星舞王僵尸，和他的3个同学以及一个舞伴，然而，在列车行驶的半路，雪橇僵尸突然惨死5号车厢，身边有一个带着记号的照片，比久后，舞王3人全都惨死包厢，身边都有着同样的照片，嫌疑人锁定在10人之中，凶手到底是谁？,https://m.qidian.com/book/1036177346/
名侦探柯南之黑夜下的面具,喜爱推理,悬疑灵异,0.0,在帝丹小学1年A班来了一位转学生，具有一定的 推理 能力，与柯南为首的少年侦探团的相遇会有怎样的火花呢？,https://m.qidian.com/book/1022263387/
死刑小姐想让我告白,重复推理,轻小说,0.0,【游戏】【病娇】【多线】【智商】穿越到游戏世界中的我，被数个各有千秋的美少女所围绕。知性温柔的病娇学姐青梅竹马的邻家妹妹重度依赖的无口少女嘴硬心软的傲娇学妹风韵犹存的……我本来很开心，可当我回忆起这些美少女『未来都会犯下重案』，自己也会被牵扯其中，整个人都不好了。为了逃避多重死亡结局，我决定要远离她们。,https://m.qidian.com/book/1040655425/
黑龙传,推理世界,玄幻,0.0,讲述主角如何从救赎世界到救赎自己,https://m.qidian.com/book/1044183371/
星星的猫宠店奇遇,推理星,短篇,0.0,《星星的猫宠店奇遇记》我叫星星，是个喜欢甜甜圈、喜欢数学、喜欢胡思乱想的普通人。有一天，我抱着我的特殊宠物——一只会背数学公式、会讲哲学、还会在我吃甜甜圈时眼巴巴看着我的小家伙，去了城里最大的猫宠店，记录了有关星星来到猫宠店的奇遇。,https://m.qidian.com/book/1048476582/
破案少女小星,推理星,悬疑灵异,0.0,【 推理 悬疑作品】六岁少女小星以顶尖智商破获多起悬疑案发事件，并以顶尖战斗力捉拿众多高智商犯罪凶手，被当地警方称为：“破案少女小星”然而，就在这时，一起阴谋却随之而来…………：“她已经严重危害到了我们组织的利益。”：“绝不能让她活着！”：“我不管你用什么样的方法。”：“三天后，我要看见她的尸体。”：“是，首领，我会彻底杀死她！”……面对强大的神秘组织与谜一样的错综复杂案件，小星又将如何做出应对…,https://m.qidian.com/book/1047753524/
名侦探高坚果：林间迷雾,推理岛,悬疑灵异,0.0,高坚果已经破获4起案件，做了很大的贡献，今天，豌豆射手在中央公园附近的山丘消失。高坚果经过层层调查，发现案件没有那么简单，山上口井处的神秘尸体，神秘的林间迷雾，这一切的背后到底隐藏着什么样的秘密？高坚果是否能破获此案？,https://m.qidian.com/book/1038790540/
愁不知,推理路上,短篇,0.0,第一版文案：家里穷成这样，徐闻所求不多，不过是想好好干活赚钱，以后能吃饱穿暖。第一份工作，徐闻满意，上司也满意。但是因为他，没了……第二份工作，徐闻满意，上司也满意。但是因为他，又没了……第三份……好在最后，徐闻也算是达成自己的目标了。,https://m.qidian.com/book/1021934171/
名侦探高坚果：别墅谋杀案,推理岛,悬疑灵异,0.0,高坚果和戴夫获得植僵和平协会主任杨先生的邀请，前往他在小镇郊外的别墅参观，第一天还算不错，但到了第二天，意外出现了，杨先生和他的秘书仙桃死在了办公室的卧室里，据称，此时是渴望撕毁植僵和平协议的极端组织夜莺所为，又根据情报，夜莺的头子就在别墅的10名嫌疑人之中，而他，正是凶手，那么高坚果是否能破获此案，再次守护植僵和平呢？,https://m.qidian.com/book/1038823349/
名侦探高坚果：尘封20年的谜案,推理岛,悬疑灵异,0.0,某一天，小镇里发生了一件恶性杀人事件：小镇东城区的一座居民楼里，有一户一家老小全部被残忍的杀死，针对这此恶行案子，警方再次聘请高坚果来协助破案，后来，在高坚果在帮橄榄警长梳理资料时，突然发现一起20年前的恶性案件，凶手的作案手法一这次的几乎一摸一样，很有可能是20年前的凶手再次作案，经过调查，这一次和20年前的案件的凶手已经浮出水面。,https://m.qidian.com/book/1036943133/
名侦探高坚果：木偶复仇记,推理岛,悬疑灵异,0.0,高坚果收到了小镇上的首富李侯爵的邀请，前往了李侯爵的古堡里参观，结果高坚果的人到来时，李侯爵却惨死古堡之中，还被两个木偶吊在一起，经调查，在场的人当时都在12：00有两个木偶在走动，真凶锁定在了5人之中，这一切究竟是木偶杀人灵异事件，还是有人在从中做鬼？高坚果有能否找到真凶？,https://m.qidian.com/book/1038859540/
名侦探高坚果：连环凶杀案,推理岛,悬疑灵异,0.0,1953年6月6号，距离高坚果破获公园惨案后的一年，小镇突发一起连环凶杀案，经高坚果的调查，凶手的作案手法都是模仿全球的悬案，如开膛手杰案，黑色大丽花案等，经过深入调查，高坚果发现这个案子越来越扑火迷离，那么，凶手究竟是谁？,https://m.qidian.com/book/1036104134/
老棋棍,幻想推理,短篇,0.0,我是一条老棋棍，围棋的棋，光棍的棍。,https://m.qidian.com/book/1035598739/
吞噬星空：收徒星幻王，投资变强,灵异一号机,诸天无限,0.0,（新书《拿捏虫族母皇，从溟莲之主开始！》已发）陆青山穿越吞噬星空，成为星幻王的恩师。并觉醒投资返还系统，可看到天才的气运天赋等等，通过投资天才，可获得奖励。陆青山在星幻王年少的时候，也就是科谛和真衍王所在的时代，建立了一座属于自己的陆氏帝国。并开启了投资天才，靠着投资成为宇宙最强者的旅程。【叮！你投资了黄色气运天才星幻王，获得重宝一件！】【叮！你投资了紫色气运天才科谛，获得至宝剑河罗！】【...】,https://m.qidian.com/book/1049133428/
拿捏虫族母皇，从溟莲之主开始！,灵异一号机,轻小说,0.0,（班夫之主以动漫形象为主）张安穿越吞噬星空，降临虫族疆域，遇到溟莲之主！班夫之主和虫族女皇！并觉醒了地图最强系统！在虫族疆域内，他摇身一变成为六阶巅峰宇宙之主！外号，无始之主。张安成为虫族母皇们的上上宾。并随着张安的实力愈发强大，虫族母皇们渐渐被他的实力所折服。要不是张安的实力进入宇宙海后更加无敌了，再次地图最强。他还以为自己觉醒了多子多福系统。而宇宙海之行后。不仅溟莲之主、班夫之主臣服了。八阶真,https://m.qidian.com/book/1049221120/
迷魂,灵异13号,小说,0.0,爷爷留给我一本手抄古卷，十八那年，我的一个梦，震惊了整个风水界……刘伯温斩龙脉，风水接苍龙，纸人压运，梅花刺青，死人申冤……世人只知，杨擎天是个传奇，却不知，我就是他！,https://m.qidian.com/book/1028213200/
吞噬星空：从拜师星幻王开始无敌,灵异一号机,诸天无限,0.0,都说罗峰是宇宙恶霸，可谁又知道，吞噬星空里还有比他更恶霸的存在！许林穿越吞噬星空，成了整片宇宙闻风丧胆的煞星！杀界主、屠不朽、灭虫族，都是日常操作而已！人家在修炼，他在外乱杀！而这么一尊的煞星，年少居然只是一名翼人族族人。靠着觉醒战斗法则系统！战斗就能变强！便被星幻王收为了弟子！而有了星幻王的海量资源，许林的修炼速度堪称飞升！煞星的屠杀也越来越吓人！靠着不断地战斗，不断地杀戮！他甚至一举成为了宇宙,https://m.qidian.com/book/1048379006/
重生九零年代，我要老公长命百岁,灵异一族,现代言情,0.0,老公覃彦林为了让一家人过上好日子，拼命挣钱，却熬坏了身子，早早离世。妻子邓秀珍含辛茹苦将三个孩子养大，盼到他们结婚生子，本以为可以过上好一点的日子，没承想还要带孙子，几乎不能休息，最后因为心梗死在接孙子放学的路上。重生回到90年代，看着健康的老公，邓秀珍暗下决心，这辈子一定要好好利用自己重生的经验，把握机会，少走一些弯路，让日子过得轻松些，避免老公因为过度劳累而伤了身体。同时改变教育方式，绝对不能,https://m.qidian.com/book/1042177013/
十五轮回周,灵异大猫,玄幻,0.0,无聊...创世..............,https://m.qidian.com/book/1033916741/
从丹田破损苟成妖魔武圣,灵异APP,玄幻,0.0,邵凌穿越了，原主修炼走了岔路直接身死，但身体丹田破损，修为开始泄露。只剩下一枚原主用命修炼妖魔异功换来的“蟾种”。但邵凌觉醒天赋可以通过杀死妖魔，获得“妖魔命数”“妖魔命数”只可以辅助妖魔异功修炼。于是一个比妖魔还狰狞，一个比妖魔还可怕的，法相之可怕足以吓破世人之胆的，以妖魔为食的妖魔武圣无声的行走在大陆上。,https://m.qidian.com/book/1049783410/
我来自神秘复苏,灵异玩家,悬疑灵异,0.0,全球失控，厉鬼复苏。诡异横行， 灵异 爆发。能对付诡的只有诡，寻找诡的杀人规律，在这乱世之中绝境求生……————,https://m.qidian.com/book/1033127222/
吞噬星空之异族共主,灵异一号机,诸天无限,0.0,许青穿越吞噬星空世界，获得六大巅峰族群分身。开局解锁虫族母皇分身！待他掌控六大分身，并且都成为宇宙最强者，便能一人控制五大巅峰异族！成为异族共主！（不是地球开局，时间线提前，科谛时代，巨斧斗武场）,https://m.qidian.com/book/1048857750/
国产超英：双子蝉声,灵异诗人,都市,0.0,重铸国产超级英雄的荣光，我辈义不容辞。「变色龙＋蝉的基因有没有搞头？」——某个生物研究专家李知音，收到了这条匿名短信。三天后，他发现自己成了活体答案。李知音开启龙蝉超能力，因听觉超敏（可模拟任何音调）结识落魄音乐女制作人夏乐芬妮芬妮，组建乐队开启「声学变现」之路，开始了唱、跳、摇滚、学习乐器的生活。同时因修相机被羞辱萌发光学科技研发计划，脑域开发潜力爆发。慢慢掌握声学/光学全领域技术，开发虚拟偶像,https://m.qidian.com/book/1045455493/
智人乐园,梁灵异,科幻,0.0,许多年以后，智人一族成为未来世界中的“珍稀动物”，供人欣赏，甚至玩耍……,https://m.qidian.com/book/1046134282/
大宋易命师,梁灵异,奇幻,0.0,一个偶尔的小创意，希望大家会喜欢。附身易学世界，参与逆天改命！,https://m.qidian.com/book/1045025330/
这个僵尸会道法巫术,灵异探长a,悬疑灵异,0.0,来阅文旗下网站阅读我的更多作品吧！,https://m.qidian.com/book/1048057483/
重生之用投资决战吧！,梁灵异,都市,0.0,海到无边天作岸，山登绝顶我为峰,https://m.qidian.com/book/1046901473/
易转大宋,梁灵异,奇幻,0.0,易有三义：简易、变易与不易。天道循环，转化不息。有宋一代，迎来易学发展的高峰。易，不仅能预知吉凶，也能斩妖除魔！,https://m.qidian.com/book/1044703267/
灵异 渗透,夜织梦,悬疑灵异,0.0,【无限流】 灵异 入侵现实，一封黑色的信将他卷入以命相搏的诡异游戏，失败即死亡。如何寻找可能的线索活下来，成为了最大的问题。,https://m.qidian.com/book/1045544286/
东北 灵异 档案,爱会永恒,悬疑灵异,0.0,永恒新书《东北 灵异 档案II》已经发布，继续讲述东灵的故事！,https://m.qidian.com/book/2741792/
影视世界，没做手术的阿斯塔特,恐怖的蛤蟆,诸天无限,0.0,重生到电影世界的张建发现自己体内多了个基因种子。幸好这里是警匪世界的地球，而不是神圣泰拉。七十年代，很多电影故事还没有开始。纯经商失败的张建发现影视世界的商业是刀枪炮与权钱色。从政不可能，身份不合适，也不是那块料。总不能学众多穿越同行吧。不可能，当背后金主还差不多。自从知道铜锣湾的面积只有万达广场那么大，一想到陈浩南是万达广场保安队长就毁童年。不是几年就能制霸香江的老套路，主角没有管理才能，外挂有,https://m.qidian.com/book/1046507069/
斗破，我的女主们不对劲,恐怖如私,玄幻,0.0,穿越成了萧炎，为了不被魂族搞得家破人亡，不得不拼命修炼，疯狂开卷。然而，当十岁那年晋级斗者，被带着纳兰嫣然的云韵上门收徒之后，萧炎就知道，自己穿越的世界出问题了。要退婚的纳兰嫣然，总是迫不及待的想要和自己完婚。修炼天赋平平的雅妃，当着自己的面表演玄冰龙翔。青山镇的小医仙，吹口气就毒死了二阶魔兽。已经是斗宗强者，七彩吞天蟒的美杜莎女王，等着自己去取异火。发现自己有古凰血精的凤清儿，掏出从天妖凰族祖坟,https://m.qidian.com/book/1045755973/
无限 恐怖,zhttty,诸天无限,0.0,新书开写，欢迎大家品尝。最后结局：人的结局是死亡，那死亡的结局又是什么呢？新书开更，急需收藏，点击，评论，打赏。新的世界观，新的角色们，这是我为大家准备的一个崭新的故事！,https://m.qidian.com/book/109222/
我在美恐修魔道,徐恐怖,诸天无限,0.0,魔修徐至简惨遭天谴，来到了现实 恐怖 片世界。好消息：遍地妖魔鬼怪，魔气比修仙界还劲儿大。更好消息：女主们一个比一个漂亮，这下稳了！当不可名状最终BOSS降临，欲将世界化为毁灭时，却发现他端坐王座上，身旁绝美妖姬环绕。引以为傲的《猛鬼街》《咒》《破墓》《怪形》《死寂》《1408幻影凶间》《寂静岭》……所有小弟竟然全成了给他打工。最终BOSS：“坏了，我成替身了？！”,https://m.qidian.com/book/1049784633/
无限 恐怖 入侵诸天,轻风的自由,轻小说,0.0,这是席卷诸天的战争，是超越维度的角斗场！主神空间、轮回乐园、六道轮回空间、蓝白社、无尽深渊、第四天灾联盟、诸神议会……多方至高势力在此碰撞，只为争夺那唯一的超脱。为赢得胜利，主神强行征召自身万千时间线中最强潜力的个体——郑吒、楚轩、朱鹏、王宗超，皆成为它的利刃器。神鬼团战之后开启诸天势力之间的碰撞。,https://m.qidian.com/book/1047057797/
休闲玩家是第一生产力,恐怖原子,游戏,0.0,在这个世界上，每隔两到三个千年，和平年代所积累的冲突与矛盾就会集中爆发出来。秩序偃旗息鼓，混乱卷土重来，当整个世界被战火燃尽，高居神座之上的神明将以权柄为矛、信仰为盾，为这个世界奏响神战的最终篇章。待到百年神战终结，胜者登临神位，败者流放虚空，这一纪元的混乱，方才告一段落。直到一个于异世流落至此间的少年，在五百年跌宕漂泊后重返家乡，并于家乡带来了被称为“玩家”的禁忌存在，笼罩在此方世界的阴暗轮回，,https://m.qidian.com/book/1037246285/
杀神永生,恐怖的阿肥,悬疑灵异,0.0,行走死亡边缘，手握生死权令，脚踩世界法则，百鬼追随，死神的化身。他是最杰出的鬼才，他叫虞井，欢迎来到强者永生的世界！,https://m.qidian.com/book/1004939100/
重生80年代：开鱼塘的神豪生活,我是恐怖南瓜头,都市,0.0,年代剧融合，六姊妹、乔家的儿女、小巷人家、人活一张脸、爷们儿、风吹半夏、生逢灿烂的日子、别和陌生人跳舞……80年代的神豪生活，改革大潮中的家长里短，咱不是什么先锋，只是一个很俗气的小人物。还记得在学校门口卖螃蟹的小贩吗？还记得每当元旦赠送给老师和同学的贺卡吗？还记得厂里过年的时候为了年货的大小个头相互比较的场面吗？还记得广场上抽奖的时候，抽中一块石英钟的时候那种欣喜吗？摩托车、大彩电、霹雳舞、摇滚,https://m.qidian.com/book/1046607194/
就这也算恶贯满盈？,恐怖柚子,轻小说,0.0,在穿越到这个西幻世界后，刚刚考上教廷编制的罗修终于迎来了自己迟到二十年的金手指。——【幕后黑手模拟器已加载】看着出现在眼前的这行字，罗修痛心疾首。身为正义的教廷一份子，我怎么能和幕后黑手这个词扯上关系？什么？模拟人生没有道德规则限制，自由度堪称百分百？这下不得不玩了【你杀死教皇，窃国登位】【你扶持邪教，献祭帝国】【你摧垮律法，转移信仰，横征暴敛】【神明都无法容忍你的恶行，你的恶名响彻寰宇】看着模拟,https://m.qidian.com/book/1039624876/
同时穿越：速通无尽 恐怖,墨瑟无,诸天无限,0.0,美恐，日恐，南洋……罗素穿越自由美利坚，继承亿万家产，过着美滋滋的富二代生活，可某天他在乘坐去往巴黎的航班时，一个黄毛青年忽然大喊飞机即将坠毁？自由美丽，但死神来了……致命弯道罗素：弯道快才是真的快，直线谁不会踩油门啊，和我大运骑士说去吧猛鬼街罗素：做梦会被追杀？那我原地在共享空间打地铺你怎么破？电锯惊魂罗素：你电锯人很猛哦，我链锯大剑也未尝不利，连装备都共享没想到吧！生化危机罗素：一针穷，一针富,https://m.qidian.com/book/1044439482/
斗破：我有五座纳气之府,恐怖如私,玄幻,0.0,穿越斗气大陆，天生不能修行斗气的萧元，从陀舍古帝玉的碎片中，获得了一个神秘的卷轴，其中记载了一种以五脏凝聚纳气之府的太古修行法门，从此，开始了他的传奇一生。魂天帝：谁能想到，一门两废物的萧家，竟然出了两位斗帝，还一个比一个猛！萧炎：辱我三哥？那你已取死有道！三哥就是道，三哥就是理，我为三哥举大旗。我三哥天下无敌！不仅可以手搓异火，还能手搓天阶斗技！等等，三哥，这些难道都是我嫂子？雅妃：萧元弟弟才是,https://m.qidian.com/book/1038583067/
斡罗斯之王,恐怖伊凡,历史,0.0,这是蒙古人的时代，草原铁骑统治四方大地，一个前所未有的帝国已然浮现世人眼前。瓦西里的故事，也在游牧铁蹄的践踏之下开始，负罪的王子在草原弯刀威胁下逃出罗斯，冒险在充满阴谋的拜占庭与叙利亚，最终踏上了一条伟大之路——而他所能依靠的，唯有脑海里的智慧，与手中的刀剑。（本人已有数本百万字完结小说，大家可放心阅读）,https://m.qidian.com/book/1043355718/
恐怖 都市,猛虎道长,科幻,0.0,新书群为25567490，VIP群48170460（全订截图可进）一夜过去，出租房变得如此破旧？桌子上布满了灰尘，墙上海报变得陈旧泛黄破烂，那娇媚颜容也因为纸质变得有些怪异，犹如一个老妖怪露出了 恐怖 的笑容。墙壁上布满了破烂的蛛网，犹如雾气缭绕。放在小茶几上的广柑、苹果已经腐烂干枯，其上生长覆盖的霉都完全发黑，下面的水果就好似一滩干彻的烂泥，就连房东老板才换不久的铝合金窗户都生出了一层白色的毛卤,https://m.qidian.com/book/3537296/
无限 恐怖 之最强中州队,盛世藏美玉,诸天无限,0.0,异形一，咒怨，木乃伊，黑客帝国，死神来了，环太平洋，僵尸叔叔，异形四。咒怨中卍解的李笑。木乃伊中进入死气状态的郑吒。黑客帝国中与复制体郑吒战斗的詹岚。被死神包裹的中州。环太平洋中开机甲的朱雯。僵尸叔叔中的颠倒五行阵法。异形四中跨入四阶基因锁的郑吒。,https://m.qidian.com/book/1038209687/
猎魔人世界的军阀,恐怖伊凡,奇幻,0.0,穿越为尼弗迦德和北方领域斗争大背景下的一位普通骑士，赫梅没有崇高的地位，更没有强大的力量。他根本没有资格参与那些崇高的斗争，更不可能与那些奇异之事扯上什么关系，看起来就像是大战下的炮灰。但他依然会走出一条路，一条走向伟大与辉煌的路，他将会改变北方战争的历史，他将会成为至高无上的北方统治者。这是属于军阀的成就之路，这是一条向上攀登之路。本人在起点已有一本150万字完本小说，可放心阅读。,https://m.qidian.com/book/1036567193/
罗斯君王,恐怖伊凡,历史,0.0,新书：《猎魔人世界的军阀》已发，还麻烦大家支持支持。11世纪基辅罗斯的政治游戏永远都是那么残酷，从开创王朝的留里克到走上巅峰的智者，毒药、匕首与刀剑总是在阴影里若隐若现。来自后世的灵魂成为了留里克的王子，他前行于那血腥辉煌的道路，而罗斯君王的时代亦拉开了帷幕。,https://m.qidian.com/book/1033719559/
极道世界，我以 恐怖 淬炼肉身,蛋酥沙琪玛,玄幻,0.0,妖魔遍野，邪祟横生。穿越成为武馆武徒的林楠靠着脑海中自带的【造化熔炉】，获得了炼化邪物，淬炼自身的天赋能力。从【白蛇桩】到【朝元一气功】，从【正阳昭元功】到【金刚伏魔功】......武道融合，武道推演，武道升级.....普通武者猎杀妖魔会受到阴邪气侵袭，损伤武道状态，而林楠只要猎杀妖魔就能变强！多年后，林楠手持钢刀，在妖魔末世的浪潮中七进七出。【获得阴气点+1...+1...】“造化熔炉啊，让我看,https://m.qidian.com/book/1049557954/
控制台玩家终将成神,恐怖原子,游戏,0.0,游戏世界唯一的真神是控制台。而祝盒带着控制台穿越到了自己参与设计的游戏。,https://m.qidian.com/book/1035886142/
冰与火之七神荣光,恐怖伊凡,奇幻,0.0,篡夺者战争的硝烟刚刚结束，七大王国满目疮痍，当胜利者庆祝他们的胜利时，在冬日与战火之下，无数民众苦苦挣扎，木匠们不停钉着棺材，母亲们抱着孩子的尸体，到处都是贫困、饥饿和忧愁，到处都是凄惨的景象。事已至此，已不能在此坐以待毙。在七神的指引之下，求生的农民和各怀异志的贵族汇聚起的长长队列远渡重洋，胡戈将会在七神诞生与行走的原野，重建故土的王国。本人在起点已有两本完本的百万字小说，请放心阅读。,https://m.qidian.com/book/1038446824/
青铜门传奇,盗墓博物馆,小说,0.0,原本，我只意识到自己还不能停，我还必须走下去，因为还有一个十年。可是现在，我意识到其他人都没有停过，计划和阴谋还在继续！我必须行动了！其实只要他们活着，故事就永远不会结束，我也决不会放弃！新的探险！会让所有人、所有谜团都有一个归宿，和释怀。真正大结局！好故事正在继续！,https://m.qidian.com/book/1001866110/
FM107都市异闻录,盗墓狗,悬疑灵异,0.0,术士主播，午夜电台，怪事频发，每一件都跟都市传说有关，FM107.9都市异闻录在深夜期待您的收听……,https://m.qidian.com/book/1013633238/
盗笔长生之谛,盗墓宇宙,悬疑推理,0.0,我们这次要探的，不是寻常的王侯陵寝，而是一座“活着的”、拥有集体意识的古墓。它如同一头沉睡的古神，会主动“消化”入侵者，篡改记忆，扭曲时空。核心谜题是：“何为祭品？何为信徒？谁在沉眠？谁已苏醒？”这十六个字将像达摩克利斯之剑，贯穿始终，驱使三人步步深入迷局。,https://m.qidian.com/book/1046696846/
北派 盗墓 笔记,云峰,悬疑灵异,0.0,【 盗墓 +悬疑+鉴宝】从南到北，江湖态，三教九流，这么多年从少年混到了中年，酒量见长，月蹉跎，我曾接触过许许多多的奇人异事，各位如有兴趣，不妨搬来板凳，听一听，江湖见闻。,https://m.qidian.com/book/1031100834/
盗墓 ：我家末代族长是小哥,太白十九,悬疑灵异,0.0,盗墓 笔记世界的后世，海外张家后人张杌寻在探索张家古楼时意外身亡，谁料绑定了自称是亿万稻米们意念造就的系统，身穿到笔记开始的时期。张杌寻的任务除了探寻父亲留下的残卷里关于终极的真相，阻止终点降临，还有完成稻米们最强烈的意愿——不留遗憾。一路机关重重，迷雾叠加，几经生死，张杌寻渐渐发现，最开始的一切似乎都是骗局。真相究竟是什么？白慈破茧，长生勿寻——他能否破开谜团，寻找到自己存在的真正意义？【铁三角,https://m.qidian.com/book/1034187527/
星际 盗墓,古剑锋,科幻,0.0,【起点第一编辑组签约作品】七千年的墓穴到底隐藏着什么样的神秘？银河超级大国何以惊天巨变，谁是幕后黑手，武修者的极限到底是怎样的强大？一位风土星小矿工易水寒在地心邂逅了木先生，被收为弟子，从此踏上了探索千古连环墓穴道路，与那位历史上显赫一时的轩辕大公进行着一场又一场隔断时空较量，斗智斗勇，拼搏出不菲身家，然而星辉王朝木家岌岌可危，银河六大超级组织露出冰山一角，摩根族再度侵略，我们的小“ 盗墓 贼”是,https://m.qidian.com/book/56763/
精灵 盗墓 者,狐葫葫,轻小说,0.0,这是一本宝可梦同人小说！！！欢迎来到真实的宝可梦世界！五千年古国文化源远流长，中有无数强大宝可梦震慑一方，各领风骚数百年。龙王庙旁，朽木妖之森划分绝地，入者十死无生，有古代果实甘甜香脆，蕴藏造化，却无人能取。千年大墓之下，百胜战将嘎啦嘎啦沉眠与此，企图复生，却被一手“羊来”断绝生路，苟延残喘至今。千年幽灵、织梦大妖、怪脸盆栽、鬼火宫灯、地宫活棺、死亡石板……大地之下，有着许许多多令人意想不到的好东,https://m.qidian.com/book/1022457121/
艺术家从监狱开始,姜丝拌面,都市,0.0,“什么叫穿越到监狱里了？”“什么叫刚开局，就踩了三年的缝纫机？”“靠！”……人在平行世界，蹲了几年监狱的陈南回到社会，却在求职市场屡屡碰壁。考公考不了，大厂不招有案底的，就连送外卖，跑滴滴，人家也严格审核他的犯罪前科。迫于无奈，高中肄业的陈南只好被迫干起了文抄公。“我真没想抄的，是你们逼我的。”“什么叫搬运？我一个大学都没上的混子，懂什么叫原文吗？我这叫艺术再加工。”“肖申克的救赎？好像是讲一个人,https://m.qidian.com/book/1049698980/
我的 盗墓 生涯,道门老九,悬疑灵异,0.0,我们身怀绝技，我们胆色过人。我们在诸葛亮墓，发现了惊天秘密。又从沙漠禁地，挖出了稀世奇珍！我们带着队友，拿着洛阳铲，在无数个 盗墓 生涯的日日夜夜里。同古人斗智，同怪物斗勇，同粽子血拼！我们是：盗墓者联盟！,https://m.qidian.com/book/3348303/
影视：反派人生从庆余年开始,流于指间,诸天无限,0.0,当前世界： 盗墓 笔记：南部档案已完成世界：庆余年，小巷人家周诚意外获得影视大反派系统，自此，游走于诸般影视世界，开启了不做人之行。周诚：我不仅会折磨正派，更会折磨反派！注：不穿剧情人物，单元拟订为古装现代循环。注：本书为挂羊头卖狗肉的普通诸天文......,https://m.qidian.com/book/1047776226/
半枕戈,盗墓球球,仙侠,0.0,嘉峪关，大明王朝的边境，一个永无休止的死亡之地，以及驻守于此的战士陈武成。在敌人突然入侵，所有战友惨遭杀害之后，他临死之际，却意外地遇到了一位奇人。永恒阴阳天地果赋予了他不朽之身。“我再说一遍：不要白白浪费生命。”他凭借着压倒性的内力和达到神级境界的枪法，维护着自己的正义！,https://m.qidian.com/book/1049682515/
盗墓 ：打造长生世家,帝月花,轻小说,0.0,姜世豪得知自己穿越 盗墓 世界，成为一个破落村子的村长兼族长后！他没有任何慌乱，而是给自己定下四个小目标！第一，不能受穷挨饿，任人欺负，第二，绝不去打工，因为他没有时间和耐心给别人挣钱，第三，必须发财，哪怕用尽一切手段，也要成为富可敌国的存在！第四，长生，缔造一个超越张家的长生世家！于是！他召集族人准备实施计划…,https://m.qidian.com/book/1035714768/
盗墓 ：在下，卸岭后人,旺仔小牛奶·,诸天无限,0.0,道不盗，非常盗，盗亦有道，盗不离道。真正在那绿林中结社取利，做分赃聚义勾当的，也向来不乏英雄豪杰。陈昊来到了一个融合的 盗墓 世界，变成了一个被瞎眼陈老头救下的婴儿。凭借着一双可以看穿古玩制作过程的金元双生瞳，以及陈老头多年的经验传授，年纪轻轻便在古玩圈混的风生水起。原本打算就这么逍遥度日，却没想到一次新月饭店之行，牵扯出了一大串未曾想到的谜团。龙岭迷窟、幽灵古冢、上古仙穴、南海大藏、长生之地..,https://m.qidian.com/book/1038464690/
盗墓 之敲棺,曹汉生,悬疑灵异,0.0,我叫曹傩送，没想到第一次敲棺就碰见这种情况，二爷说这个斗太凶，我们，可能出不去了新书来了大伙多多捧场啊,https://m.qidian.com/book/1023742479/
斗罗平行世界聊天群，我为所欲为,轻小说爱好者,轻小说,0.0,穿越斗罗，觉醒平行世界聊天群。吴限的变强路上，多了数不胜数的乐子。年轻的阿银看着自己尚有余温的‘尸体’，相顾无言；年轻的比比东听说自己的恋爱史，指着恋爱脑的自己破口大骂；年轻的柳二龙听着精神恋爱，当场化身火龙王，把精神恋爱的自己打醒；年轻的阿柔看着冥场面‘复活吧，我滴爱人’，连夜打断了小舞的腿；……,https://m.qidian.com/book/1047255040/
妹妹与 轻小说,科灵魔帝,轻小说,0.0,林辉在纠结到底是写 轻小说 还是网络小说，自己非常喜欢动漫所以十分想要写轻小说，但是轻小说的一大特点就是插画，对于插画自己实在是无能为力，他十分羡慕在直播间板绘的大佬，于是他关注了一名名字叫做紫荆星雪的主播，再一次紫荆星雪主持的活动很幸运的被抽到成了幸运观众，可以和主播见面，本来林辉是想拒绝的，但是发现与主播同一城市后便没有拒绝，在主播的引导下林辉出门了，随后历经三番四次的导车，终于来到了主播的家,https://m.qidian.com/book/1011064341/
武魂气血，我在斗罗成就武祖,轻小说爱好者,轻小说,0.0,穿越斗罗，林东觉醒气血与精神武魂，先天半级魂力。史莱克不容我，本体宗迹难寻。举目四顾，原属斗罗三国竟无我容身之所。既如此，那我便入日月，重开一道。以气血，炼武道真身。我为武祖，当镇压世间一切敌。武道已是成神路，何须再借魂兽骨。即便需一手托举斗罗，我也能掀翻神界，再造乾坤。,https://m.qidian.com/book/1046479724/
这本小说很健康,沧澜波涛短,玄幻,0.0,这是一个靠小说家们拯救的世界，小说里面的一切，都能够映照当世，一作者一世界。只要你会写好看的小说，你就是横断万古的大神。历史博士刘旭不会写小说，但是他懂历史呀！于是他写《三国演义》《楚汉争霸》《隋唐演义》《春秋战国》《大明英烈》，文中无数文臣将相，都在他的笔下，降临此世。他还写《聊斋》《西游记》《封神演义》《洪荒无量》，满天神佛，三清鸿钧，都在此映照万古。对了，是不是还可以写《金xx》呢？刘旭大神,https://m.qidian.com/book/1035859540/
